,Unnamed: 0,Idenx original,tipo_de_accidente,responsabilidad,descripcion_del_hecho - Final
10,10,389,auto - ciclista,comprometida,"['asegurado', 'detenido', 'esperando', 'avanzar', 'toca', 'rueda', 'trasera', 'derecha', 'persona', 'bicicleta', 'ocasionandole', 'lesiones', 'derecho', 'tipo', 'raspon', 'asegurado', 'traslada', 'centro', 'medico', 'barrio', 'santa', 'marta', 'intervencion', 'policial']"
11,11,397,auto - ciclista,comprometida,"['asegurado', 'circulando', 'esquina', 'vergara', 'bicicleta', 'colisiona', 'parte', 'delantera', 'rueda', 'delantera', 'tercero', 'tercero', 'presento', 'lesiones', 'aparentes', 'manifesto', 'dolencia', 'derecha', 'intervencion', 'interv', 'desplazamientos']"
12,12,436,auto - ciclista,comprometida,"['bajando', 'vehculo', 'puerta', 'abierta', 'bicicleta', 'colision', 'puerta', 'delantera', 'izquierda', 'intervinieron', 'polica']"
13,13,447,auto - ciclista,comprometida,"['asegurado', 'circulando', 'uriarte', 'girar', 'izquierda', 'loyola', 'colisionado', 'parte', 'delantera', 'tercero', 'circulaba', 'bicisenda', 'izquierda', 'asegurado', 'contrario', 'loyola', 'bici', 'recuerda', 'tenia', 'cayo', 'capot', 'luego', 'suelo', 'circulaba', 'bicisenda', 'loyola', 'tercero', 'trasladado', 'same', 'htal', 'duran']"
14,14,454,auto - ciclista,comprometida,"['asegurado', 'detenido', 'semaforo', 'heras', 'companero', 'trabajo', 'iba', 'sentado', 'lado', 'abre', 'puerta', 'trasera', 'derecha', 'bajar', 'colisionado', 'tercero', 'bici', 'circulaba', 'misma', 'bici', 'ciclista', 'cayeron', 'piso', 'llevaba', 'asegurado', 'traslada', 'ciclista', 'htal', 'fernandez', 'tenia', 'lesiones', 'aparentes']"
15,15,463,auto - ciclista,comprometida,"['detenido', 'semaforo', 'h', 'yrigoyen', 'acevedo', 'laprida', 'momento', 'acompanante', 'auto', 'asegurado', 'abre', 'puerta', 'momento', 'bicicleta', 'embiste', 'puerta', 'sola', 'persona', 'bicicleta', 'cae', 'pavimento', 'lastima', 'participa', 'lugar', 'quiso', 'ser', 'trasladado']"
16,16,472,auto - ciclista,comprometida,"['circulaba', 'mercedes', 'direccion', 'lascano', 'llegar', 'esquina', 'reduzco', 'velocidad', 'cruzar', 'lascano', 'colisiono', 'ciclista', 'venia', 'lascano', 'izquierda', 'asegurado', 'roza', 'paragolpe', 'izquierdo', 'provocando', 'caida', 'siendo', 'trasladado', 'hospital', 'alvarez', 'interviniendo', 'comisaria', 'ex', 'ahora', 'denominada', 'comuna']"
17,17,486,auto - ciclista,comprometida,"['encontraba', 'circulando', 'avalos', 'cruzando', 'pampa', 'dando', 'paso', 'ciclista', 'ciclovia', 'motociclista', 'venia', 'pampa', 'verme', 'frena', 'repentinamente', 'provocando', 'vuelco', 'deslizamiento', 'scooter', 'llegar', 'colicionar', 'vehiculo', 'acompanante', 'tenan', 'puesto', 'acompanante', 'ten', 'chaleco', 'refractario', 'obligatorio', 'retiro', 'same', 'datos', 'tercero', 'kymco', 'hlm']"
18,18,487,auto - ciclista,comprometida,"['venia', 'circulando', 'waith', 'doblar', 'cajaraville', 'habia', 'autos', 'estacionados', 'ambos', 'lados', 'querer', 'roso', 'bicicleta', 'propios', 'medios']"
19,19,524,auto - ciclista,comprometida,"['aseg', 'circulando', 'mexico', 'tercero', 'bicicleta', 'misma', 'sale', 'detras', 'container', 'basura', 'impacta', 'espejo', 'derecho', 'tercero', 'llega', 'piso', 'va', 'andando', 'datos', 'intervencion', 'lesiones', 'visibles']"
20,20,527,auto - ciclista,concurrente,"['iba', 'ciruclnado', 'llegar', 'interseccion', 'semaforo', 'favor', 'cruzo', 'bicicleta', 'solo', 'ocupante', 'produce', 'colision', 'parte', 'delantera', 'izquierda', 'biciclo', 'ciclista', 'cae', 'piso', 'levantandose', 'medios', 'retirandose', 'rapidamente', 'dejar', 'datos', 'intervension', 'policial', 'manifesto', 'dolor', 'alguno']"
21,21,549,auto - ciclista,discutida,"['asegurado', 'detenido', 'rucci', 'maniobra', 'girar', 'hacia', 'atenas', 'impacta', 'parte', 'delantera', 'tercero', 'circulaba', 'rucci', 'desplazamientos', 'bicicleta', 'iba', 'solo', 'ocupante', 'cae', 'piso', 'presentaba', 'dolor', 'brazo']"
22,22,600,auto - ciclista,comprometida,"['asegurado', 'circulaba', 'garcia', 'rio', 'cruzar', 'cramer', 'frena', 've', 'bicicleta', 'termina', 'impactando', 'lateral', 'delantero', 'izquierdo', 'cae', 'suelo', 'tena', 'corte', 'lleva', 'htal', 'pirovano']"
23,23,601,auto - ciclista,comprometida,"['asegurado', 'saliendo', 'posicion', 'estacionado', 'bicicleta', 'circulaba', 'misma', 'golpea', 'auto', 'asegurado', 'lateral', 'derecho', 'ciclista', 'cae', 'bicicleta', 'suelo']"
24,24,612,auto - ciclista,comprometida,"['vehiculo', 'estacionado', 'motor', 'apagado', 'abro', 'puerta', 'delantera', 'izquierda', 'bicicleta', 'impacta', 'misma', 'detras', 'bicicleta', 'impacta', 'primer', 'bicicleta', 'ambos', 'conductores', 'biciclitas', 'caen', 'suelo', 'sufren', 'lesiones', 'traslados', 'same', 'hospital', 'pirovano', 'mas', 'involucrados', 'cel']"
25,25,614,auto - ciclista,comprometida,"['estacionado', 'rivadavia', 'abro', 'puerta', 'subir', 'vehiculo', 'bicicleta', 'choca', 'puerta', 'delantera', 'izquierda', 'asegurado', 'ciclista', 'cae', 'piso', 'perdida', 'conocimiento']"
26,26,615,auto - ciclista,comprometida,"['circulando', 'corrientes', 'freno', 'senora', 'venia', 'acompanante', 'abre', 'puerta', 'delantera', 'derecha', 'momento', 'pasaba', 'bici', 'misma', 'embiste', 'puerta', 'unico', 'ocupante', 'bici', 'cae', 'pavimento', 'levanta', 'propios', 'medios', 'tenia', 'raspones', 'altura']"
27,27,633,auto - ciclista,comprometida,"['asegurada', 'abrir', 'puerta', 'delantera', 'izquierda', 'descender', 'estacionadoes', 'embestido', 'puerta', 'ciclista', 'pasabael', 'ciclista', 'caese', 'levanta', 'medios', 'pudiendo', 'inconvenientes', 'llama', 'mismo', 'trabajo', 'same', 'siendo', 'trasladado', 'santoiani', 'lesiones', 'aparentes', 'tercero', 'llevaba', 'cascoasegurada', 'tambien', 'llamo', 'same']"
28,28,640,auto - ciclista,comprometida,"['lugar', 'ocurrencia', 'valentin', 'alsina', 'farina', 'montegrande', 'circulando', 'valentin', 'alsina', 'repente', 'encierro', 'bicicleta', 'venia', 'derecha', 'rozo', 'parte', 'delantera', 'derecha', 'bicicleta', 'iba', 'sola', 'persona', 'cayo', 'piso', 'levanto', 'propios', 'medios', 'vino']"
29,29,642,auto - ciclista,comprometida,"['circulaba', 'venezuela', 'llegar', 'esquina', 'corta', 'venezuela', 'dobla', 'virrey', 'liniers', 'derecha', 'senda', 'peatonal', 'bici', 'embiste', 'parte', 'delantera', 'derecha', 'cae', 'piso', 'levanta', 'solo', 'lleva', 'same', 'secuestro', 'autoasegurado']"
30,30,647,auto - ciclista,comprometida,"['aseg', 'encontraba', 'detenido', 'dejando', 'pasar', 'venian', 'cnel', 's', 'carreras', 'avanzar', 'bicicleta', 'venia', 'contrario', 'pasa', 'medio', 'aseg', 'aseg', 'embiste', 'parte', 'delantera', 'parte', 'bicicleta', 'cae', 'suelo', 'lesiones', 'visibles', 'manifestaba', 'dolencias', 'retiro', 'propios', 'medios', 'andar', 'bicicleta', 'rueda', 'torcida', 'producto', 'intervencion', 'solo', 'intervencion', 'constato', 'bien']"
31,31,652,auto - ciclista,comprometida,"['aseg', 'circulaba', 'vergara', 'encierra', 'vehiculo', 'aseg', 'colisiona', 'parte', 'lateral', 'izquierda', 'espejo', 'retrovisor', 'bicicleta', 'circulaba', 'misma', 'izquierda', 'aseg', 'cae', 'piso', 'ocupante']"
32,32,655,auto - ciclista,concurrente,"['mecanica', 'hecho', 'segun', 'version', 'asegurado', 'circulando', 'recuerda', 'bicicleta', 'sale', 'repente', 'lado', 'izquierdo', 'colisinando', 'auto', 'aseguradosin', 'proteccion', 'cae', 'piso', 'solo', 'observa', 'golpe', 'derecha', 'debajo', 'asegurada', 'ofrece', 'asistentencia', 'llamar', 'ciclista', 'niega', 'trabajando', 'retira', 'lugar', 'mas']"
33,33,675,auto - ciclista,comprometida,"['circulando', 'peron', 'asegurado', 've', 'ciclista', 'toca', 'cae', 'piso', 'iva', 'solo', 'bici', 'dolia']"
34,34,682,auto - ciclista,comprometida,"['aseg', 'circulando', 'eva', 'peron', 'doblar', 'pumacahua', 'conteiner', 'tapan', 'vision', 've', 'habia', 'tercero', 'bicicleta', 'impacta', 'parte', 'delantera', 'tercero', 'cae', 'capot', 'despues', 'suelo', 'asistido', 'trasladan', 'hospital']"
35,35,697,auto - ciclista,comprometida,"['asegurado', 'circulaba', 'cerri', 'cruce', 'san', 'antonio', 'impacta', 'tercero', 'circulaba', 'ultima', 'parte', 'delantera', 'izquierda', 'desplazamientos', 'bicicleta', 'solo', 'ocupante', 'cae', 'piso', 'prsentaba', 'dolores', 'raspon', 'trasladado', 'hospital', 'merlo', 'asegurado']"
36,36,698,auto - ciclista,comprometida,"['aseg', 'circulaba', 'zabala', 'impacta', 'parte', 'delantera', 'izq', 'ro', 'bicicleta', 'circulaba', 'eslovenia', 'desplazamientos', 'lesionados', 'bici', 'personas', 'levantan', 'medios']"
37,37,706,auto - ciclista,comprometida,"['cruzando', 'puente', 'alvarez', 'moto', 'invade', 'carril', 'esquive', 'hacer', 'impactamos', 'levemente', 'ciclista', 'vena', 'enfrente', 'ciclista', 'cay', 'intervencin', 'polica', 'march', 'propios', 'medios', 'tras', 'dejarme', 'datos']"
38,38,732,auto - ciclista,comprometida,"['aseg', 'circulaba', 'rep', 'honduras', 'detras', 'bicicleta', 'par', 'bicicleta', 'encontraba', 'taxi', 'llegar', 'juan', 'b', 'justo', 'doblo', 'aviso', 'delante', 'bici', 'frenar', 'golpe', 'aseg', 'golpea', 'frente', 'parte', 'trasera', 'bicime', 'bajo', 'asisto', 'incorpora', 'medios', 'manifiesta', 'dolor', 'derecha', 'ofrece', 'asistencia', 'medica', 'lugar', 'niega', 'ofresco', 'llevarlo', 'dirigia', 'casa', 'cargamos', 'bici', 'auto', 'trayencto', 'tercero', 'manifiesta', 'hicha', 'llevo', 'hospital', 'pirovano', 'atendido', 'luego', 'pide', 'lleve', 'vicente', 'lopez', 'vive', 'retiro', 'lugar']"
39,39,741,auto - ciclista,comprometida,"['aseg', 'circulaba', 'cochabamba', 'maniobrar', 'hacia', 'impactado', 'parte', 'lateral', 'delantera', 'izq', 'ro', 'circulaba', 'desplazamientos', 'lesionados']"
40,40,745,auto - ciclista,comprometida,"['aseguradocirculaba', 'white', 'llegar', 'jose', 'rodo', 'miro', 'derecha', 'viene', 'transito', 'vi', 'ciclista', 'venia', 'bicicenda', 'venia', 'oeste', 'embisto', 'paragolpes', 'delantero', 'ciclista', 'femenina', 'tenia', 'cae', 'suelo', 'levanta', 'propios', 'medios', 'viene', 'same', 'trasladan', 'pinero']"
41,41,754,auto - ciclista,comprometida,"['parado', 'esquina', 'doblar', 'arranco', 'colisiona', 'bicicleta', 'venia', 'izquierda', 'mirando', 'transito', 'venia', 'derecha']"
42,42,762,auto - ciclista,comprometida,"['asegurado', 'estacionado', 'abre', 'puerta', 'delantera', 'izquierda', 'impacta', 'bicicleta', 'circulaba', 'misma', 'ciclista', 'cae', 'asfalto', 'asegurado', 'ayudo', 'tercero', 'levantarse', 'asegurado', 'llevo', 'hospital', 'thompson', 'intervencion', 'policial', 'desplazamientos']"
43,43,810,auto - ciclista,comprometida,"['vehiculo', 'asegurado', 'circulaba', 'gral', 'jose', 'san', 'martin', 'maniobrar', 'derecha', 'estacionar', 'colisiona', 'levemente', 'ciclista', 'bicicleta', 'cae', 'ciclista', 'queda', 'intercambia', 'datos', 'va', 'intervencin']"
44,44,828,auto - ciclista,concurrente,"['circulando', 'rivarola', 'ciclista', 'produce', 'siniestro', 'bicicleta', 'venia', 'solo', 'cayo', 'piso']"
45,45,833,auto - ciclista,comprometida,"['iba', 'circulando', 'cno', 'gral', 'belgrano', 'bicicleta', 'circulaba', 'par', 'esquiva', 'pozo', 'viniendo', 'toco', 'rueda', 'trasera', 'bicicleta', 'iba', 'sola', 'persona', 'cae', 'levantandose', 'medios', 'manifestando', 'dolores', 'izquierda', 'ofrezco', 'llevarlo', 'centro', 'medico', 'llamar', 'niega', 'tenia', 'ir', 'trabajar', 'intervension', 'policial', 'desplazamientos', 'comunicamos', 'asegurdao', 'podia', 'aportar', 'mayores', 'datos', 'terceroel', 'asegurado', 'tom', 'tercero', 'mecanica', 'dice', 'bicicleta', 'esquiv', 'pozo', 'tercero', 'quiso', 'ir', 'hospital', 'participo', 'tercero', 'momento', 'reconoci', 'haba', 'esquivao', 'pozo', 'cruzaron', 'datos', 'automovil', 'danos', 'consecuencia', 'hecho', 'leve']"
46,46,845,auto - ciclista,comprometida,"['mecanica', 'hecho', 'segun', 'version', 'asegurado', 'asegurada', 'circulando', 'payzandu', 'cruzar', 'atacama', 'venia', 'bicicleta', 'izqueirda', 'veo', 'venia', 'auto', 'permite', 'embiste', 'lateral', 'izquierdo', 'delantero', 'bicicleta', 'iba', 'sola', 'persona', 'tenia', 'cae', 'suelo', 'levanta', 'golpeo', 'conciente', 'testigo', 'llama', 'ambulacia', 'trasladaron', 'hospital', 'haedo']"
47,47,865,auto - ciclista,comprometida,"['asegurado', 'circulaba', 'unidos', 'agacha', 'cambuar', 'radio', 'impacta', 'tercero', 'circulaba', 'misma', 'desplazamientos', 'bicicleta', 'solo', 'ocupante', 'cae', 'piso', 'preentaba', 'dolor']"
48,48,869,auto - ciclista,comprometida,"['mecanica', 'hecho', 'seguno', 'version', 'asegurado', 'c', 'irculando', 'monteagudo', 'ingresar', 'unidad', 'nacional', 'toma', 'contacto', 'tercero', 'bicicleta', 'circulaba', 'unidad', 'nacional', 'aseg', 'toma', 'contacto', 'parte', 'delantera', 'parte', 'derecha', 'bicicleta', 'tenia', 'solo', 'ocupante', 'proteccion', 'cayo', 'piso', 'manifesto', 'dolencia']"
49,49,873,auto - ciclista,,"['vehiculo', 'asegurado', 'estacionado', 'eva', 'peron', 'abrir', 'puerta', 'delantera', 'izquierda', 'impacta', 'tercero', 'bicicleta', 'circulaba', 'misma', 'ciclista', 'cae', 'asfalto', 'intervencion', 'policial', 'desplazamientos', 'tercero', 'trasladado', 'centro', 'medico']"
50,50,890,auto - ciclista,concurrente,"['asegurado', 'circulaba', 'itiuzaingo', 'pasando', 'bocacalle', 'bicicleta', 'venia', 'contramano', 'izquierda', 'pueyrredon', 'asegurado', 'puede', 'evitar', 'chocarla', 'bicicleta', 'iban', 'ocupantes', 'caen', 'piso', 'solo', 'presentaba', 'lastimaduras']"
51,51,895,auto - ciclista,comprometida,"['mecanica', 'hecho', 'segun', 'version', 'asegurado', 'asegurado', 'circulando', 'pte', 'h', 'irigoyen', 'intentar', 'girar', 'izquierda', 'colisiona', 'ciclista', 'circulaba', 'costado', 'ciclista', 'impacta', 'vehiculo', 'cae', 'piso']"
52,52,899,auto - ciclista,comprometida,"['mecanica', 'hecho', 'segun', 'version', 'asegurado', 'asegurado', 'maniobra', 'salir', 'lugar', 'estacionado', 'impacta', 'bicicleta', 'parte', 'delantera', 'izquierda', 'parte', 'delantera', 'tercero', 'bicicleta', 'cea', 'suelo', 'recibe', 'asistencia', 'lugar']"
53,53,902,auto - ciclista,comprometida,"['redgreenlue', 'venia', 'circulando', 'iwanoski', 'llegar', 'interseccion', 'mayo', 'toco', 'paragolpe', 'bicicleta', 'cayendo', 'asfalto']"
54,54,911,auto - ciclista,comprometida,"['circulaba', 'ruta', 'paraguay', 'patagones', 'direccion', 'paso', 'rey', 'ciclista', 'iba', 'derecha', 'pegado', 'cordon', 'pasando', 'resbala', 'cae', 'abajo', 'comion']"
55,55,912,auto - ciclista,comprometida,"['vehiculo', 'asegurado', 'encontraba', 'estacionado', 'tagle', 'abrir', 'puerta', 'delantera', 'izquierda', 'colisiona', 'misma', 'tercero', 'bicicleta', 'persona', 'circulaba', 'misma', 'persona', 'cayo', 'asfalto', 'trasladada', 'posteriormente', 'asegurado', 'domicilio', 'desplazamientosno', 'int', 'tel']"
56,56,916,auto - ciclista,comprometida,"['circulando', 'boedo', 'llegar', 'bocacalle', 'bicicleta', 'ultima', 'colisiona', 'lateral', 'trasero', 'derecho', 'sola', 'persona', 'bici', 'cae', 'suelo', 'leisones', 'retira', 'circulando', 'misma']"
57,57,919,auto - ciclista,comprometida,"['asegurado', 'circulaba', 'lavallol', 'cruzar', 'palpa', 'colisiona', 'ciclista', 'ciruclaba', 'ultima', 'derecha', 'impactando', 'parte', 'delantera', 'derecha', 'ciclista', 'cae', 'suelo', 'luego', 'pegar', 'parabrisas']"
58,58,929,auto - ciclista,comprometida,"['vjh', 'circulando', 'brown', 'impacta', 'parte', 'derecha', 'sujeto', 'manejaba', 'bicibcleta', 'usaba', 'cayo', 'piso', 'bicicleta', 'quedo', 'buen', 'solo', 'raspones', 'intervencion', 'policial', 'lesioando']"
59,59,933,auto - ciclista,comprometida,"['mecanica', 'hecho', 'segun', 'version', 'asegurado', 'circulando', 'colombres', 'llegar', 'interseccion', 'italia', 'freno', 'miro', 'hacia', 'ambos', 'lados', 'vuelvo', 'arrancar', 'embiste', 'tercero', 'circulaba', 'bicicleta', 'italia', 'cael', 'piso', 'manifestaba', 'tener', 'dolor', 'rodillas']"
60,60,937,auto - ciclista,comprometida,"['aseg', 'detenido', 'semaforo', 'berlin', 'reanudar', 'marcha', 'maniobra', 'evitar', 'choque', 'termina', 'impactando', 'parte', 'delantera', 'izq', 'ro', 'bici', 'circulaba', 'berlin', 'contrariasin', 'desplazamientos', 'lesionados', 'bicicleta', 'persona', 'intervencin', 'policialno']"
61,61,938,auto - ciclista,comprometida,"['mecanica', 'hecho', 'segun', 'version', 'asegurado', 'vehiculo', 'asegurado', 'circulaba', 'rivarola', 'doblar', 'tomar', 'jufre', 'embiste', 'lateral', 'delantero', 'derecho', 'ciclista', 'circulaba', 'rivarola', 'ciclista', 'cayo', 'pavimento', 'presentaba', 'lesiones', 'visibles', 'reincoporo', 'retiro', 'lugar', 'propios', 'medios', 'intervencion', 'policias', 'ambulancias']"
62,62,945,auto - ciclista,comprometida,"['asegurado', 'circulaba', 'colisionado', 'bicicleta', 'lateral', 'derecho', 'ciclista', 'cae', 'piso']"
63,63,947,auto - ciclista,comprometida,"['asegurado', 'circulando', 'canada', 'juan', 'ruiz', 'embiste', 'parte', 'delantera', 'tercero', 'circulaba', 'mismo', 'bicicleta', 'tomar', 'tucuman', 'solo', 'ocupante', 'cae', 'pavimento', 'asiste']"
64,64,961,auto - ciclista,comprometida,"['venia', 'circulando', 'manuel', 'quintana', 'repente', 'terminar', 'cruzar', 'cale', 'rodolfo', 'lopez', 'vi', 'bicicleta', 'colisiona', 'parte', 'delantera', 'derecha', 'acto', 'seguido', 'ciclista', 'cae', 'suelo', 'pregunte', 'retiro', 'propios', 'medios', 'intervencion', 'policial', 'medica', 'datos', 'tercero', 'matias', 'alarco', 'marti']"
65,65,965,auto - ciclista,concurrente,"['circulando', 'profesor', 'vidal', 'quise', 'girar', 'ingresa', 'junin', 'embestido', 'bicicleta', 'venia', 'contramano', 'junin', 'lateral', 'delantero', 'izquierdo', 'ciclista', 'cae', 'paso', 'datos', 'ofreci', 'ir', 'hospital', 'nego', 'intervencion', 'policial', 'lesionados', 'terceros', 'involucrados', 'datos', 'tercero', 'lujan', 'lucas', 'eduardo']"
66,66,968,auto - ciclista,comprometida,"['bicicleta', 'venia', 'pegada', 'cordon', 'vi', 'oscuro']"
67,67,969,auto - ciclista,comprometida,"['asegurado', 'estacionado', 'mitre', 'abre', 'puerta', 'pasa', 'bicicleta', 'tocando', 'espejo', 'persona', 'bicicleta', 'llega', 'piso', 'dijo', 'habia', 'raspado', 'dedo', 'izquierda', 'participo', 'lugar', 'pasan', 'datos', 'retira', 'luagar']"
68,68,971,auto - ciclista,comprometida,"['ciruclaba', 'iturri', 'cruzar', 'noguera', 'aparecio', 'izquierad', 'bicicleta', 'vi', 'colisiomeel', 'chco', 'levanto', 'vimos', 'tenia', 'ofreci', 'llevarlo', 'medico', 'casa', 'negoy', 'retiro', 'lugar', 'andando', 'bici']"
69,69,999,auto - ciclista,comprometida,"['iba', 'derqui', 'cruz', 'esquive', 'toque', 'ciclista', 'iba', 'derecha', 'ciclista', 'cay', 'corte', 'cara', 'intervinieron', 'polica', 'presentaron', 'familiares', 'llevaron']"
70,70,1004,auto - ciclista,concurrente,"['comenzar', 'girar', 'tomar', 'diaz', 'velez', 'freno', 'debido', 'gente', 'cruzando', 'senda', 'peatonal', 'embestido', 'parte', 'trasera', 'derecha', 'ciclista', 'rompiendo', 'ptica', 'trasera', 'derecha', 'hace', 'presente', 'polica', 'lugar', 'retira', 'lugar']"
71,71,1013,auto - ciclista,comprometida,"['asegurado', 'circulaba', 'banderas', 'maniobra', 'ingresar', 'impacta', 'parte', 'delantera', 'izquierda', 'tercero', 'circulaba', 'desplazamientos', 'bicicleta', 'solo', 'ocupante', 'cae', 'piso', 'presentaqba', 'dolor']"
72,72,1015,auto - ciclista,comprometida,"['asegurado', 'detenido', 'teodoro', 'garcia', 'abre', 'puerta', 'delantera', 'izquierda', 'verificado', 'venga', 'nadie', 'tercero', 'bici', 'circulaba', 'misma', 'embiste', 'lateral', 'derecho', 'manubrio', 'cayendose', 'pavimento', 'lado', 'izquierdo', 'manifestando', 'danos']"
73,73,1030,auto - ciclista,comprometida,"['vehiculo', 'asegurado', 'encontraba', 'detenido', 'virrey', 'liniers', 'luego', 'ahvanza', 'fray', 'julian', 'lagos', 'bicicleta', 'venia', 'fray', 'julian', 'lagos', 'colisiona', 'lateral', 'delantero', 'izquierdo', 'vehiculo', 'asegurado']"
74,74,1037,auto - ciclista,comprometida,"['circula', 'auto', 'jufreciclista', 'circula', 'sluces', 'serrano', 'contrario', 'transito', 'autosbaja', 'iluminacin', 'pdablicacolisiona', 'vehculo', 'guardabarro', 'izq', 'cae', 'ladocirculando', 'kmhllame', 'same', 'prevencinacusaba', 'dolor', 'izqambas', 'partes', 'decidimos', 'hacer', 'denuncialo', 'llevo', 'bazterricaacompano', 'guardia', 'presentaba', 'fracturas', 'fisuras']"
75,75,1043,auto - ciclista,comprometida,"['aseg', 'maniobraba', 'alvarez', 'hacia', 'saavedra', 'impacta', 'parte', 'lateral', 'delantera', 'izq', 'ro', 'bicicleta', 'circulaba', 'contramano', 'saavedra', 'desplazamientos', 'lesionados', 'bicicleta', 'intervencion', 'policial', 'medica', 'retiro', 'medios']"
76,76,1046,auto - ciclista,comprometida,"['iba', 'manejando', 'camioneta', 'victor', 'hugo', 'doblar', 'san', 'blas', 'vi', 'iba', 'bicicleta', 'bicisenda', 'doble', 'hacia', 'san', 'blas', 'toque', 'espejo', 'camioneta', 'muchacho', 'perdio', 'control', 'bicicleta', 'cayo', 'frene', 'ayudarloestaba', 'rengole', 'dije', 'queria', 'llevase', 'hospital', 'velez', 'sarsfield', 'dijo', 'podia', 'seguir', 'tome', 'datos', 'mios']"
77,77,1048,auto - ciclista,comprometida,"['asegurado', 'circulando', 'castro', 'girar', 'izquierda', 'colisiona', 'ciclista', 'circulaba', 'pro', 'misma', 'izquierda', 'desplazamientos', 'ciclista', 'cayo', 'piso', 'levanto', 'fracturo', 'izquierda']"
78,78,1052,auto - ciclista,comprometida,"['arranque', 'semaforo', 'jose', 'maria', 'moreno', 'hacia', 'norte', 'llegar', 'altura', 'bicicleta', 'circulaba', 'mismo', 'pegada', 'autos', 'estacionados', 'doblo', 'izquierda', 'previo', 'aviso', 'darme', 'cuenta', 'piso', 'freno', 'trato', 'girar', 'levemente', 'izquierza', 'venian', 'autos', 'contraria', 'senti', 'golpe', 'estallido', 'parabrisas']"
79,79,1054,auto - ciclista,comprometida,"['asegurado', 'circulanod', 'sn', 'colisiona', 'ciclista', 'circulaba', 'carril', 'desplazamientos', 'ciclista', 'cayo', 'piso']"
